id,explanation
5758,"D. Klotho inhibits Wnt signaling by blocking the frizzled receptor, and this reduces the number of osteoblasts. "
5759,A. A patient with high PTH and increased calcium and alkaline phosphatase.
5760,"A. Secondary calciprotein particles (CPP-II) form as kidney function declines and as result of decreases in expression of fetuin-A and γ-linolenic acid—rich protein, and induce osteoblast differentiation of vascular smooth muscle cells. "
5761,"(D), Abdominal aortic calcification has been associated with increased risk of cardiovascular events and increased mortality, which persists after transplantation. "
5762,C. Change magnesium to 2 mg/dl.
5763,C. Calcium-containing phosphate binder.
5764,C. Factors that increase the fracture risk of ESRD patients include age and CKD with mineral and bone disorder but not osteoporosis.
5765,D. She should be screened by DXA every 12 to 24 months.
5766,C. Teriparetide.
5767,B. Denosumab.
5768,D. The location of skin lesions influences prognosis.
5769,D. Add sevelamer.
5770,B. Physical inactivity.
5771,D. Renal ultrasonography.
5772,A. High calcium.
5773,"C. The risk conferred by bariatric surgery can be minimized by restricting dietary fat, increasing dietary calcium or taking a calcium supplement with meals and maintaining high urinary volume of >2.5 L/day. "
5774,"A. Continue dialysate [K] 2 mEq/L, reinforce dietary restriction, check for recirculation, add a potassium-binding resin on non-dialysis days "
5775,C. Decrease frequency of episodes of intradialytic hypotension
5776,C. Add a loop diuretic on non-dialysis days and continue to limit her ultrafiltration rate (UFR) during dialysis to <13 mL/kg per h
5777,"D. Follow her closely for uremic symptoms; when she decides to start HD, admit her for nonurgent placement of tunneled dialysis catheter and initiate HD in the hospital "
5778,D. Measure her creatinine clearance and discuss with her the possibility of starting dialysis 2 days per week
5779,D. Continue current APD regimen and reassess again later
5780,B. Straight double-cuff Tenchkoff catheter
5781,B. Review the causes of her episodes of peritonitis to reduce risk of recurrence
5782,C. Use low-glucose degradation product (GDP) and neutral pH biocompatible PD solution
5783,D. Add furosemide 250 mg daily
5784,C. More than 15%
5785,D. Switch to oral amoxicillin
5786,B. APD is associated with a lower risk of technique failure than CAPD.
5787,D. No differences have been found in rates of complications such as peritonitis and exit site infections when straight and coiled PD catheters have been compared
5788,B. Risk factors for fluid overload (as measured by BIS) in PD patients include hypoalbuminemia and diabetes
5789,B. Exposure to PD fluids containing high concentrations of glucose has been associated with faster loss of RRF
5790,"D., During the past decade, mortality rates for patients on PD declined more quickly than rates for HD patients "
5791,E. The patient has lactic acidosis as a result of the presence of lactate as a buffer in the dialysate
5792,A. Convert to nocturnal HD 7 hours five times per week at the same dialysate volume of 30 L
5793,C. He may not need to use phosphate binders with nocturnal HD
5794,"A. The approximate number of prevalent patients in the United States is PD 60,000 and HHD 10,000 "
5795,D. HHD has been associated with improved survival compared with PD in patients who have been on in-center HD for longer than 1 year
5796,A. Use of PD but not HHD increased during the COVID-19 pandemic
5797,A. The amount of medical and procedural supervision available to the patient
5798,"B. “Prognosis varies; however, most experience tells us that on average patients may live about 7 days without dialysis. This may be slightly more or less depending on other medical conditions that someone has, and how much residual renal function one has.” "
5799,B. Baclofen
5800,C. Number of hospitalizations in the past year
5801,"C. He is at increased risk of having technique failure with a home modality, such as PD "
5802,D. Those who pursue conservative management spend less time in hospital
5803,"B. In patients who are on HD, the frequency of dialysis after an admission for pulmonary edema affects the rates of readmission "
5804,B.  Testing for anti-A antibody titers to assess suitability for non-A1 donor kidneys.
5805,A.  Hospital admissions during the first year of waitlisting.
5806,C.  He should be encouraged to consent for KDPI >85 kidneys because of the increased survival with high KDPI kidneys compared to remaining on the waitlist for a KDPI 35-85 kidney.
5807,B.  It is likely that the PHS-IR kidney is of higher expected function/longevity than the next non-IR offer will be
5808,D.  Transplantation of HCV Ab+/NAT+ kidneys followed by DAA therapy is cost-effective compared to continued waiting on dialysis and subsequent receipt of an HCV-negative deceased donor kidney
5809,C.  Age >50 years
5810,A.  Hypothermic machine perfusion (HMP) of the explanted kidney
5811,A.  Reduced incidence of delayed graft function
5812,D.  Lower C max but higher AUC.
5813,"D. Discontinue mycophenolate, start everolimus "
5814,B.  Entrance into a paired exchange program
5815,D.  Increased risk of uncensored graft loss
5816,D.  Chronic active antibody-mediated rejection
5818,B.  Clinical tolerance has been induced in zero antigen mismatched living donor recipients though it is only durable in about one-third of patients
5819,E.  Recurrent disease is more likely to develop after living related donor transplantation compared with deceased donor kidney transplantation
5820,D.  Pretransplant skin cancer increases the risk of post-transplant lymphoproliferative disorder
5821,A.  Persistent high grade EBV viremia is a risk factor for cancer other than post-transplant lymphoproliferative disorder
5822,C.  Use of two or more immunosuppressive agents
5823,A.  It will increase her risk of rejection
5824,C. Most transplant programs submit transplant candidates to a rigorous cardiovascular evaluation though the evidence basis for this approach is lacking
5825,A.  Statin therapy after transplantation is associated with improved survival post transplantation
5826,B.  Omeprazole therapy
5827,C.  Subtotal parathyroidectomy more effectively controls hypercalcemia when compared with cinacalcet
5828,D.  Bisphosphonate therapy is associated with improvements in bone mineral densitometry scores after transplantation
5829,B.  Hepatitis C treatment should be deferred until after transplantation of a hepatitis C+ graft in order to reduce waiting time
5830,A.  HIV+ patients have a higher risk of graft loss than HIV- recipients
5831,B.  It is associated with a lower risk of CMV after kidney transplantation compared with calcineurin inhibitor therapy
5832,A.  Living donor kidney transplantation followed by a pancreas after kidney transplant will likely provide the best long-term renal outcomes
5833,B.  He should be told that approximately 15% of transplants fail due to recurrent glomerular disease
5834,"C. Tenapanor blocks the Na+/H+-exchanger isoform 3 (NHE3), thereby reducing paracellular phosphate transport "
5835,B. Measure tubular maximal reabsorption of phosphate/glomerular filtration
5836,"A. In the general population, plasma phosphate levels at the upper end of the normal range have been associated with increased cardiovascular mortality "
5837,A. Increased intestinal absorption of calcium
5838,D. A loss-of-function mutation in the CLDN16 gene
5839,D. Hypocalciuria
5840,C. High alkaline phosphatase levels are a risk factor for calcimimetic-induced hypocalcemia
5841,B. Recipients of etelcalcetide who received the drug for a year experienced a decrease in PTH level of approximately 40% at 1 year
5842,B. Development of SHPT is associated with increased major cardiovascular events and death
5843,A. Tenapanor
5844,B. Intracellular phosphate concentrations are reduced by hemodialysis
5846,"D. Ideally, this patient should have a bone biopsy in order to identify the optimal therapy "
5847,"B. Try to obtain a bone biopsy, because hypercalcemic hyperparathyroidism in kidney-transplant recipients commonly does not represent high bone turnover but instead normal or low bone turnover "
5848,D. Schedule a bone biopsy before starting therapy
5849,"Correct Answer: A, The nephrologist should be worried about mineral and bone-related parameters, as CKD-MBD is associated with poor outcomes "
5850,C. Factors that increase fracture risk for ESKD patients include age and CKD-MBD and post-menopausal osteoporosis
5851,D. She should be screened by DXA as per general population screening guidelines
5852,C. Teriparetide
5853,D. Parathyroidectomy
5854,C. Hypocalcemia
5855,D. Warfarin
5856,A. Avoid hypercalcemia
5857,B. The 1-year survival rate is likely higher in this patient compared to dialysis-dependent patients with end-stage kidney disease who develop calciphylaxis
5858,A. Untreated pneumothorax
5859,A. Presence of circumferential calcium deposits in hypodermal vessels
5860,C. Start him with expulsive medical therapy (tamsulosin) and get a follow-up for him with a urologist over the next week to evaluate further therapy
5861,"B. Perform a complete metabolic assessment, including 24-hour urine for calcium, oxalate, citrate, uric acid, and electrolytes, to establish mechanisms for his hypercalciuria "
5862,D. A 24-hour urine collection for measuring stone risk factors is indicated to identify metabolic abnormalities that may need to be addressed
5863,A. 24-hour urine collection for measurement of stone risk factors and blood for genetic analyses
2463,"Answer D:  You should inform him that his cardiovascular risk is increased and that you recommend that he start drug treatment 
Choice D is correct because isolated diastolic hypertension is associated with increased risk of cardiac events (choices A is incorrect) and requires treatment (incorrect option B). This risk is less than systo-diastolic or isolated systolic hypertension (option C is incorrect). If his office diastolic BP was in the 90-99 mmHg range, he would fall under the umbrella of “mild” hypertension, a subgroup with uncertain long-term benefits from treatment in the absence of diabetes. However, this definition applies to office BP; there are no data defining thresholds for treatment of “mild hypertension” based on home or 24-h ambulatory BP readings.  
"
5438,"C. She is at increased risk for preterm labor
Educational objective: Provide appropriate pre-conception counseling and peripartum management of
type 1 diabetes mellitus
Piccoli et al. compared pregnancy outcomes of 504 pregnancies in women with CKD to 836 low-risk
pregnancies in women without CKD. Women with stage 1 CKD and a systemic disease (type 1 diabetes
mellitus, systemic lupus erythematosus, or kidney transplantation) had an increased risk for preterm delivery.
Hence, option C is correct. The authors found that mild decrements in eGFR in the “normal range” were found
to be associated with adverse pregnancy outcomes, even in the absence of hypertension and proteinuria. Hence,
option A is incorrect. Given the history of increased albuminuria, lisinopril should be continued until the time of
conception; thus, option B is incorrect. Poor glycemic control adversely affects fetal outcomes, and has been
associated with an increased risk for cardiac and neural tube defects. The American Diabetes Association
recommends maintenance of HbA1c levels <7.0% prior to conception. Statins are considered FDA Category X,
indicating that animal studies or human studies have demonstrated risk to the fetus. Therefore, option D is
incorrect."
5817,"A. Plasmapheresis and intravenous immunoglobulin (IVIG)
A systematic review and meta-analysis of 21 studies (10 randomized controlled trials), involving 751 participants was
recently published. Plasmapheresis and intravenous immunoglobulin (IVIG) were used as standard-of-care in recent
studies, despite only a trend to improvement in graft survival. Together with plasmapheresis and IVIG, rituximab did not
add benefit, and there was insufficient data supporting the use of bortezomib. While heterogeneity in treatments,
definition of antibody-mediated rejection
(AMR), quality, and follow-up all limit firm conclusions regarding best treatment practices, plasmapheresis and IVIG
remain the most evidence-based regimen for AMR. Therefore, option A is correct, and the other listed options are
incorrect."
5693,"C. Treatment with thiazide diuretics has been associated with better BP control and reductions in cardiovascular
outcomes, as compared with other first-line agents for management of hypertension.
LEGEND-HTN used a big data approach to analyze administrative claims and electronic health record databases to
identify patients initiating antihypertensive medications, and assess clinical outcomes. This study found that as compared
with angiotensin-converting enzyme (ACE) inhibitors, dihydropyridine calcium channel blockers, and angiotensin
receptor blockers, thiazide diuretics were associated with better BP control and reduced rates of cardiovascular events
including hospitalization for heart failure, stroke and myocardial infarction (C).
This study also found inferior outcomes in patients treated with nondihydropyridine calcium channel blockers (A) as a
first-line agent. Chlorthalidone and hydrochlorthiazide had similar effects on rates of myocardial infarction, heart failure,
and stroke, but treatment with chlorthalidone was associated with higher rates of hyponatremia, hypokalemia, and acute
kidney injury (B).
Wei et al. performed a meta-analysis of 46 clinical trials of treatment of hypertension. In contrast to LEGEND-HTN, this
particular analysis showed that ACE inhibitors, dihydropyridine calcium channel blockers, and thiazide diuretics were
similarly effective in reducing overall cardiovascular events. It also found that ACE inhibitors were most effective in
reducing risk of myocardial infarction (D)."
5474,"B. Exercise-associated hyponatremia
Exercise-associated hyponatremia (EAH) results from an acute fall in serum Na+ concentration ([Na+]) to <135 mmol/L
that occurs during or up to 24 hours after prolonged exercise or endurance activity. EAH has a common pathogenesis of
fluid intake more than required, which is usually coupled with non-osmotically and inappropriately elevated AVP
concentrations. Symptomatic EAH can lead to death; therefore, appropriate treatment with hypertonic saline is essential to
improve outcomes and prevent death caused by cerebral edema and brain herniation. A is incorrect because dehydration is
defined by an increase, not decrease, in serum [Na+]. C, D and E are incorrect since heat illness, hypoxia and volume
depletion are unlikely contributors to presentation based on her vital signs."
5478,"B. Decreased thirst in response to hypertonicity in the elderly.
This patient was administered tolvaptan, a V2 receptor antagonist, for improving his chronic hyponatremia. His diet
related QOL and appetite improved, because he did not have to either observe fluid restriction or take a large amount of
urea, which has a bitter taste. In initiating tolvaptan, he was advised to drink enough water to satisfy his thirst whenever
he felt thirsty to prevent hypernatremia, and he followed this advice.
Older adults are less likely to feel thirst and have a narrower dynamic range of thirst than younger people. In other words,
with respect to water deficiency in the body, thirst is slaked with relatively less hydration than in younger people. As a
result, the amount of water consumed may be insufficient to compensate for water deficiency in the body. In clinical
practice for the correction of hyponatremia, attention should be paid to this important aspect in the elderly. Answer A is
incorrect as aquaresis would not cause hypernatremia in the setting of an intact thirst response. C and D are incorrect,
since the text states that he had a good appetite and was instructed to drink ad libitum. E is not the best answer given
rapidity of overcorrection of serum [Na+].
Article 2: Pathophysiology, Evaluation, and Treatment of Hypernatremia"
5490,"C. A mutation in the SCNA4 gene for the alpha subunit of the skeletal muscle cell sodium channel.
Acute transient hyperkalemia suggests an abnormality of potassium distribution not excretion. His history of onset in early
childhood and family history suggests a heritable condition. The most likely heritable condition resulting in transient
hyperkalemia associated with periodic muscle weakness is hyperkalemic periodic paralysis, which is an autosomal
dominant disorder caused by a point mutation in the SCNA4 gene for the alpha subunit of the skeletal muscle cell sodium
channel.
A, B and D are not correct. Loss of function mutations of ENaC and mutations of WNK, genes encoding Kelch-like 3 and
Cullin 3, (which increase expression and/or activity of NCC) cause pseudohypoaldosteronism type 2 (also known as
Gordon syndrome or familial hyperkalemic hyperkalemia) with chronic hyperkalemia and often hyperkalemic metabolic
acidosis."
5491,"
B. A deep learning algorithm using an electrocardiogram is able to exclude hyperkalemia with acceptable accuracy
A deep learning algorithm using electrocardiogram (ECG) is able to exclude hyperkalemia with acceptable accuracy.
Artificial intelligence and deep learning models are being studied to detect ECG changes associated with hyperkalemia. In
one study a deep learning model was trained to detect potassium >5.5 mEq/L using >1.5 million ECGs from 449,380
patients and tested in a validation cohort including 61,965 CKD patients. Using a high sensitivity operating point to
maximize its utility as a screening tool, the negative predictive value was greater than 99%, which is as good or better
than many other commonly used screening tools.
A and C are incorrect. Potassium is measured from serum after the collected blood is allowed to clot, a process that
releases potassium. As a result, serum potassium concentrations typically exceed plasma or whole blood measurements by
0.1-0.7 mM. Whole blood techniques measure potassium immediately after the sample is obtained, without further
processing.
D is incorrect. Although it is often argued that serum potassium is the most accurate measure, recent trials suggest that
whole blood potassium may be a more accurate measure of the relevant physiological variable than serum potassium."
5492,"C. Sodium zirconium cyclosilicate also removes hydrogen ions and may increase serum bicarbonate
Data from three placebo-controlled trials demonstrated a dose-dependent increase in mean serum bicarbonate of 0.3 to 1.5
mM within 48 h of treatment with sodium zirconium cyclosilicate. These changes were maintained over 29 days. With
highest sodium zirconium cyclosilicate maintenance doses, the percentage of patients with serum bicarbonate <22 mM
declined from 39% at baseline to 4.9% at 29 days.
A is not correct. Zirconium cyclosilicate has been shown in randomized trials to reduce potassium in both dialysis and
nondialysis CKD patients.
B is not correct. The sodium load delivered with sodium zirconium cyclosilicate is substantial, and chronic use has been
associated with edema in more than 10% of patients, especially in those patients with eGFR <30 ml/minute.
D is not correct. Although zirconium cyclosilicate works quickly since it acts in both the small and the large intestines, it
has not been shown to provide added benefit to standard therapy, including insulin and glucose, for acute severe
hyperkalemia"
5501,". It was generated by metabolism of retained lactate to bicarbonate and should spontaneously correct
The patient developed lactic acidosis due to septic shock. Because of concern about the severe metabolic acidosis,
bicarbonate was administered, which returned pH toward normal, but with large amounts of circulating lactate. When the
patient became hemodynamically stable, the liver metabolized the circulating lactate to bicarbonate generating a
metabolic alkalosis. Because the patient’s hemodynamics are stable, he should correct the metabolic alkalosis as is
evidenced by the urine pH of 8. C is not the best answer. Although significant volume contraction could prolong duration
of alkalosis, restoration of stable hemodynamic parameters together with the urine pH of 8 suggest that he is volume
replete, excreting bicarbonate and correcting the alkalosis. A and B are unlikely given that prior lab values and blood
pressure have been normal.
The answer is found in section on Clinical conditions that cause metabolic alkalosis, subsection on Exogenous alkali gain."
5502,"C. Primary hyperaldosteronism
This patient presents with new onset of hypertension, which is noteworthy for the presence of a hypokalemic alkalosis in
the absence of any diuretics or signs of volume depletion. The key part of the workup is the measurement of plasma renin
and aldosterone. While renin and aldosterone levels need to be interpreted in the context of volume status, that is not the
case when renin is low, and aldosterone is high. The only explanation for this is primary hyperaldosteronism. B is
incorrect since renin levels would be high in renovascular disease. A is incorrect since patients with Gitelman Disease
present with high renin and high aldosterone, and usually low or normal blood pressure. D is incorrect as these patients
present with hypertension but with low renin and low aldosterone.
The most common causes for primary hyperaldosteronism are adrenal adenoma and bilateral adrenal hyperplasia. Other
possible causes are adrenal carcinoma and glucocorticoid suppressible hyperaldosteronism.
The correct answer is found in sections on Clinical Conditions that cause metabolic alkalosis, subsections on Increased
delivery of sodium, and increased distal transport activity"
5503,"B. Syndrome of apparent mineralocorticoid excess due to glycyrrhizic acid
This patient presents with new onset of hypertension, which is noteworthy for the presence of a hypokalemic alkalosis in
the absence of any diuretics or signs of volume depletion. Once again, the key part of the workup is the measurement of
plasma renin and aldosterone. The low levels of renin and aldosterone point to an aldosterone-independent activation of
distal nephron Na+, K+, and H+ transport. The most common cause of this is Cushing’s syndrome, but the patient has no
evidence on physical examination and plasma cortisol is normal. Adrenogenital syndromes with elevation of
nonaldosterone mineralocorticoids would also be possible but is unlikely to present at age 35 and in the absence of any
findings. Thus, the most likely diagnosis is inhibition of 11-beta-HSD-2 which allows glucocorticoids to bind to and
activate the mineralocorticoid receptor. This could be due to a genetic disorder or more commonly due to glycyrrhizic
acid intake. Since certain brands of chewing tobacco contain glycyrrhizic acid, this is the most likely diagnosis. A and D
are incorrect as surreptitious diuretic use and villous adenoma (latter resulting in diarrhea) would both present with high
renin and high aldosterone levels: C is incorrect since primary hyperaldosteronism presents with low renin and high
aldosterone levels."
5531,"C. Obtain cystatin C level, continue abemaciclib, and repeat laboratory studies in 1 week
Abemaciclib has been associated with elevations in serum creatinine that usually occur with 28 days after starting the
treatment and generally remain elevated but stable for the duration of therapy. Abemaciclib inhibits renal creatinine
secretion, which leads to elevations in serum creatinine rather than a true kidney toxicity. Cystatin C is useful in this
setting as an alternative measure of GFR that is not affected by creatinine secretion.
Answer option (A) is incorrect. Bevacizumab nephrotoxicity manifests as new or worsening hypertension, proteinuria,
and in some cases AKI and TMA. Answer option (B) is incorrect. Denosumab is associated with hypocalcemia and other
electrolyte abnormalities but has not been shown to cause AKI. Answer option (D) is incorrect. Given that the rise in
serum creatinine is probably related to the decreased renal secretion, abemaciclib can be continued with careful
monitoring."
5617,"A. Her age is a risk factor for not mounting an antibody response
Available results show a reduced SARS-CoV-2 IgG response (38%–54%) to two doses of mRNA vaccination in kidney
transplant recipients compared to healthy individuals (100%) and dialysis patients (90%). Factors reported to be
associated with lower responses in KTR are older age, worse renal function, and use of triple immunosuppressive
medications including antimetabolites, especially higher doses of mycophenolate mofetil or mycophenolic acid (answer
options [B] and [C] are incorrect). Anti-thymocyte globulin treatment effect probably does not last for 4 years. A study
involving 101 solid organ transplant recipients reported a 40% antibody response after the 2nd dose of an mRNA
vaccination, which was increased to only 68% after a 3rd dose (answer options [E] and [D] are incorrect). A double-blind,
randomized, controlled trial of a third dose of mRNA-1273 vaccine (Moderna) in 120 kidney transplant recipients without
previous history COVID-19 disease reported that the median percent virus neutralization was 71% in the mRNA-1273
group and 13% in the placebo group. Her age of 35 does not decrease her response to vaccination (answer option [A] is
correct)."
5626,"B. Careful office measurement followed by out-of-office measurement if BP is elevated
There are several important concepts to consider in making and confirming a diagnosis of hypertension. It is important to
look for both white-coat or office hypertension and masked hypertension in addition to sustained hypertension to decide
on the appropriate approach. The correct answer is to follow up an elevated office measurement with an out-of-office
measurement, preferably by 24-hour ambulatory BP monitoring, but home measurements are also an option.
Answer option A is incorrect because it is likely the repeated readings will also be elevated, and this would not
discriminate between office hypertension and sustained hypertension.
Answer option C is incorrect because it would not be cost effective to order ambulatory BP monitoring as a screening
tool, even for patients with normal BP. This is complicated somewhat by the need to consider masked hypertension,
where office measurements may not be elevated but out of office readings are elevated. The 2017 ACC/AHA BP
guideline recommends considering ambulatory BP monitoring for patients with elevated BP, systolic BP 120–129 mm
Hg, or diastolic BP <80 mm Hg or when there is evidence for target organ damage but BP in the"
5661,"A. Add dapagliflozin 10 mg/day
Add dapagliflozin 10 mg /day. The Dapa-CKD trial, included 271 patients with IgA nephropathy, eGFR 25–75 ml/min
per 1.73 m2 and albuminuria 200–5000 mg/g creatinine At 2.4 years the risk of 50% eGFR decline or ESKD or death
from renal cause was lower in the dapagliflozin group versus placebo with no difference in benefit between diabetic and
non-diabetic patients. Among 270 patients with IgA nephropathy, the risk of the composite endpoint was lower in the
dapagliflozin group compared with placebo (4% versus 15%) (answer option A is correct).
Although the previous teaching was that patients without significant proteinuria and stable eGFR were unlikely to
progress, a retrospective study showed that among 145 patients with biopsy demonstrated IgA, almost 20% had
significant progression of chronic kidney disease over 22 years (answer option B is incorrect).
C and D are incorrect. The 2021 KDIGO guidelines suggests BP target <120 mm Hg systolic for all patients with
glomerulonephritis (answer options C and D are incorrect).
Even with conservative interpretation of consensus guidelines, this patient is treated to target on an optimal renoprotective
agent. The addition of joint therapy with an ACE inhibitor and ARB is not recommended."
2580,"Answer D: Even correcting for diabetes, hypertension, and albuminuria, kidney stone formation is associated
with an increased risk of cardiovascular events
In a Cohort study of 3,195,452 people aged >18 years registered in the universal health care system in Alberta,
Canada, between 1997 and 2009, a total of 25,532 (0.8%) participants had at least one kidney stone, and 91,465
(3%) individuals had at least one cardiovascular event during follow-up. Compared with people without kidney
stones, and after adjustment for cardiovascular risk factors such as diabetes, hypertension, albuminuria, and
other potential confounders, people who had at least one kidney stone had a higher risk of subsequent acute
myocardial infarction, the need for coronary revascularization, and stroke (option D is correct). The magnitude
of the excess risk associated with a kidney stone appeared more pronounced for younger people than for older
people (option C) and for women than men. Having more than one kidney stone did not appear to increase the
risk (option E)."
2584,"Answer C: Encapsulating peritoneal sclerosis
The recent onset of abdominal pain, weight loss, and ultrafiltration failure should raise suspicion for
encapsulating peritoneal sclerosis (EPS). This patient’s peritoneal equilibrium test shows an initial increase, and
then a decrease in the dialysate to plasma ratios (D/P) of creatinine, as well as loss of sodium sieving
characteristic of encapsulating peritoneal sclerosis. Figure 1 shows that the fall in the D/PNa+ ratio resulting
from a decrease in the dialysate sodium concentration that is observed in normal sodium sieving is no longer
apparent. Hence, option C is the best answer. Morelle and coworkers suggested that abnormal peritoneal
transport heralds the development of EPS. In a cohort of 234 peritoneal dialysis (PD) patients at a single
academic center in Europe over a 20-year period, a total of 7 patients developed EPS. As part of routine care, a
modified 3.86% glucose PET was performed yearly. When compared with long-term PD patients who did not
develop EPS, affected patients showed an early decline in ultrafiltration. In fact, the accompanying loss of
sodium sieving was the most potent predictor for the development of EPS. In a careful pathologic analysis of
peritoneal biopsies, patients with EPS were found to have excessive vascular proliferation and fibrotic changes
when compared to uremic or long-term PD patients who did not develop EPS. Further microscopic imaging
revealed that the quantity and density of collagen was increased in patients with EPS when compared to
controls. Surprisingly, and despite the clinical hallmark of ultrafiltration failure, aquaporin-1 expression was
similar in patients with EPS compared to unaffected controls on PD. This led the authors to hypothesize that
specific changes in the peritoneal make up, specifically a diseased collagen matrix, causes the decrease in
osmotic conductance leading to ultrafiltration failure in EPS (rather than vasculopathy or the lack of aquaporin-
1). The incidence of EPS is variable, but only a minority of patients develops EPS even after prolonged courses
of peritoneal dialysis. Ultrafiltration failure due to a peritoneal dialysate leak (option A) or increased
lymphatic absorption (option B) is characterized by stable D/P urea and creatinine ratios over time, unlike the
results noted in this woman; therefore, options A and B are incorrect. Patients with ultrafiltration failure due to
high membrane transport characteristics have increased D/Pcreatinine ratios that exceed 0.8 and
D/Pglucose ratios that are <0.3; thus, option D is incorrect."
